Spot price,Strike Price,Risk Free Rate,Volatility,Maturity,Dividend,Option Price,Noise,Option Price with Noise
46.51,46.51,0.005,0.196,0.48,0,2.57079378,0.298541047,2.869334828
46.96,65.744,0.016,0.267,1,0,0.820281522,0.078449671,0.898731193
55.09,38.563,0.02,0.293,0.64,0,17.27994179,-0.00245181,17.27748998
53.8,53.8,0.007,0.376,0.87,0,7.630613781,-0.06237245,7.568241331
45.63,45.63,0.013,0.365,1.04,0,7.002542351,-0.203775441,6.79876691
51.37,35.959,0.026,0.354,1.49,0,18.53143385,-0.077164484,18.45426936
50.49,55.539,0.023,0.219,0.33,0,0.951588134,-0.032409018,0.919179116
56.7,68.04,0.022,0.219,0.36,0,0.348645696,0.063357033,0.412002729
58.2,81.48,0.029,0.394,1.47,0,5.218062193,-0.16410644,5.053955754
57.01,57.01,0.049,0.132,1.02,0,4.550585752,0.185536183,4.736121934
48.93,29.358,0.025,0.132,0.5,0,19.93669094,-0.034542702,19.90214824
46.39,60.307,0.018,0.123,1.31,0,0.135593715,-0.10566273,0.029930985
48.22,62.686,0.043,0.261,1.22,0,2.090357366,-0.088706268,2.001651097
49.26,68.964,0.036,0.374,1.55,0,4.367368785,0.110549275,4.47791806
57.78,75.114,0.03,0.232,1.42,0,2.150315108,0.065380088,2.215695195
43.78,26.268,0.045,0.31,0.65,0,18.31451768,0.266399038,18.58091672
54.4,48.96,0.035,0.169,1.44,0,9.139960346,0.076961157,9.216921503
59.82,59.82,0.003,0.183,0.86,0,4.117484144,0.175579047,4.293063192
46.59,32.613,0.009,0.288,0.79,0,14.55396646,0.311656835,14.8656233
49.48,49.48,0,0.306,1.89,0,8.243261969,-0.068388303,8.174873666
59.53,71.436,0.011,0.399,0.33,0,1.851735766,0.097375939,1.949111705
57.67,40.369,0.043,0.347,0.51,0,18.50004418,-0.026217233,18.47382695
51.32,30.792,0.029,0.271,1.84,0,22.50831708,0.152589651,22.66090674
54.37,27.185,0.003,0.341,1.18,0,27.44404874,-0.089997457,27.35405128
53.26,47.934,0.011,0.325,1.49,0,11.31042297,0.236425009,11.54684798
51.13,25.565,0.012,0.283,1.82,0,26.27698341,0.090663531,26.36764694
56.18,61.798,0.023,0.366,1.25,0,7.610340823,-0.136054563,7.474286261
55.77,50.193,0.001,0.322,0.28,0,7.059636001,0.08880349,7.148439491
42.13,21.065,0.028,0.296,1.58,0,22.07192112,-0.065559662,22.00636145
43.08,51.696,0.022,0.37,0.8,0,3.051505269,0.015266366,3.066771635
50.1,45.09,0.027,0.324,0.7,0,8.53413894,0.196252024,8.730390964
50.79,50.79,0.027,0.374,1.95,0,11.54790509,0.208140272,11.75604536
45.19,45.19,0.019,0.185,1.46,0,4.615116386,-0.260308672,4.354807714
47.11,28.266,0.018,0.197,0.85,0,19.27676804,0.043256613,19.32002465
43.81,21.905,0.022,0.114,1.14,0,22.44754544,-0.050862815,22.39668263
41.4,33.12,0.009,0.208,1.73,0,9.847008845,0.07910537,9.926114215
50.28,55.308,0.037,0.222,0.69,0,2.280183721,-0.056145433,2.224038289
44.32,26.592,0.011,0.111,1.67,0,18.21216753,0.071563845,18.28373137
59.38,35.628,0.022,0.323,1.46,0,25.52983487,-0.214464399,25.31537047
52.88,68.744,0.04,0.39,0.44,0,1.418341786,0.061155979,1.479497765
58.38,40.866,0.03,0.238,1.6,0,20.01905159,-0.124242059,19.89480953
48.13,28.878,0.005,0.367,1.02,0,19.90714374,0.063518592,19.97066234
43.31,47.641,0.006,0.274,0.31,0,1.142299968,-0.023927605,1.118372363
43.31,34.648,0.005,0.293,1.62,0,11.26803462,0.186162313,11.45419693
44.49,31.143,0.048,0.211,1.88,0,16.30439998,0.249530447,16.55393043
51.09,30.654,0.013,0.274,0.41,0,20.60218394,-0.099290657,20.50289328
53.07,63.684,0.042,0.124,1.19,0,0.664814431,0.519784072,1.184598504
57.91,75.283,0.044,0.239,0.84,0,1.114705938,0.058715793,1.173421731
47.59,57.108,0.001,0.268,0.66,0,1.278730826,0.049086803,1.327817629
46.01,50.611,0.002,0.129,1.44,0,1.262090032,-0.046702059,1.215387973
59.32,47.456,0.037,0.136,0.46,0,12.67188065,-0.213698338,12.45818231
57.22,40.054,0.016,0.295,0.86,0,18.23721707,-0.093730828,18.14348625
51.05,35.735,0.012,0.268,0.66,0,15.77628123,-0.016499309,15.75978192
57.12,57.12,0.005,0.175,1.19,0,4.502249506,0.142943914,4.64519342
49.21,24.605,0.018,0.285,1.9,0,25.59812398,-0.147504397,25.45061958
43.55,60.97,0.02,0.266,1.8,0,1.996011124,-0.164183578,1.831827546
52.21,67.873,0.032,0.233,0.38,0,0.139925446,-0.036202312,0.103723134
47.15,23.575,0.044,0.299,1.78,0,25.4783453,-0.089267076,25.38907822
44.48,22.24,0.041,0.238,1.14,0,23.25961351,-0.147421784,23.11219172
57.26,28.63,0.032,0.337,1.26,0,29.90919755,0.01323449,29.92243204
58.36,58.36,0.014,0.331,1.12,0,8.513049812,-0.090413905,8.422635906
40.84,36.756,0.039,0.246,1.73,0,8.738852549,0.168833318,8.907685867
58.99,76.687,0.031,0.331,1.5,0,4.954048722,0.139057995,5.093106717
47.42,47.42,0.025,0.169,1.66,0,5.063970459,-0.340373549,4.72359691
52.67,31.602,0.037,0.212,0.66,0,21.83217227,-0.052225596,21.77994668
49.63,54.593,0.023,0.213,0.73,0,2.060366646,-0.02460381,2.035762835
42.03,25.218,0.023,0.183,0.48,0,17.08889295,0.182487089,17.27138003
49.19,24.595,0.001,0.315,1.96,0,25.01313021,-0.094028086,24.91910213
40.1,24.06,0.028,0.197,0.91,0,16.64894746,-0.041240971,16.60770649
58.84,41.188,0.031,0.124,1.43,0,19.44543025,0.172118616,19.61754886
59.61,77.493,0.024,0.215,0.33,0,0.060245289,0.173995346,0.234240635
56.44,28.22,0.015,0.307,1.85,0,29.26948091,0.105327676,29.37480859
40.33,28.231,0.009,0.199,1.38,0,12.6379762,-0.192585722,12.44539048
48.06,28.836,0.001,0.338,1.14,0,19.72390305,0.228346165,19.95224922
53.08,69.004,0.025,0.287,0.87,0,1.604107575,-0.026994498,1.577113077
44.8,31.36,0.038,0.181,0.86,0,14.46961239,-0.056422105,14.41319029
43.64,48.004,0.032,0.366,0.49,0,3.044620473,0.069052382,3.113672854
44.59,57.967,0.049,0.257,1.91,0,3.514350259,0.218313219,3.732663478
46.32,32.424,0.023,0.23,1.6,0,15.51447489,0.036226033,15.55070092
58.88,82.432,0.009,0.268,1.45,0,1.837973348,-0.005650001,1.832323347
46.69,28.014,0.037,0.306,0.54,0,19.25468847,0.124729954,19.37941842
45.25,45.25,0.023,0.282,0.93,0,5.336109847,0.34490542,5.681015267
48.89,44.001,0.012,0.252,0.59,0,6.75192209,-0.140940366,6.610981723
50.02,35.014,0.03,0.127,1.72,0,16.78267355,0.016773387,16.79944694
45.63,22.815,0.006,0.348,0.79,0,22.96389053,0.380914805,23.34480534
44.38,48.818,0,0.191,1.54,0,2.525797275,0.060539762,2.586337037
53.02,26.51,0.043,0.116,0.55,0,27.12960578,-0.282725158,26.84688062
54.07,75.698,0.045,0.326,0.59,0,0.816146985,0.191617805,1.00776479
46.06,32.242,0.015,0.238,0.27,0,13.95074254,-0.06683824,13.8839043
59.18,71.016,0.029,0.193,0.94,0,1.36361951,-0.190547706,1.173071804
45.03,58.539,0.047,0.254,1.63,0,2.804619933,0.095325175,2.899945108
55.22,44.176,0.006,0.361,0.56,0,12.67956333,-0.044765351,12.63479798
53.34,26.67,0.018,0.14,1.84,0,27.53895061,-0.060343488,27.47860712
58.67,35.202,0.015,0.211,0.37,0,23.66286735,-0.080496064,23.58237129
47.06,61.178,0.036,0.13,1.68,0,0.49282915,0.12346866,0.61629781
40.5,52.65,0.007,0.139,0.76,0,0.033986816,0.003778785,0.037765601
57.32,74.516,0.008,0.224,0.97,0,0.881097714,0.227630419,1.108728133
57.28,80.192,0.005,0.166,1,0,0.095841847,0.055441673,0.151283519
45.92,41.328,0.025,0.324,0.5,0,7.016901549,-0.072094824,6.944806725
45.43,49.973,0.049,0.376,1.07,0,6.206053562,0.156349911,6.362403473
56.03,50.427,0.015,0.375,0.88,0,10.92840356,0.164831398,11.09323496
54.8,60.28,0.012,0.219,1.5,0,4.128130237,-0.319936556,3.80819368
50.6,55.66,0.004,0.353,0.78,0,4.409969535,0.11388065,4.523850184
59.41,29.705,0,0.145,1.64,0,29.70517565,-0.042777131,29.66239852
40.64,48.768,0.02,0.129,1.12,0,0.356878843,0.072061712,0.428940554
59.11,70.932,0.03,0.359,1.13,0,5.642863887,0.070200103,5.71306399
59.79,65.769,0.031,0.267,0.75,0,3.748650098,0.406350292,4.15500039
58.95,76.635,0.003,0.196,1.28,0,0.891086806,0.302862918,1.193949724
49.6,24.8,0.045,0.358,0.64,0,25.522498,0.112110513,25.63460851
58.9,47.12,0.044,0.102,0.81,0,13.43317184,-0.088456288,13.34471556
55.7,44.56,0.038,0.361,1.89,0,18.22217253,-0.122013724,18.10015881
46.82,56.184,0.035,0.177,0.79,0,0.683228414,-0.02653453,0.656693885
58.32,75.816,0.037,0.207,1.21,0,1.335958346,0.076057125,1.412015471
48.48,58.176,0.042,0.101,0.91,0,0.148461895,-0.040016725,0.108445171
47.46,42.714,0.026,0.329,1.94,0,11.85187754,-0.128409303,11.72346824
41.36,28.952,0.011,0.184,0.99,0,12.77380939,0.233897229,13.00770662
45.43,45.43,0.008,0.204,1.09,0,4.036486933,-0.16390333,3.872583604
46.48,41.832,0.038,0.338,1.36,0,10.63119033,0.113706375,10.74489671
57.52,34.512,0.033,0.137,0.35,0,23.40432044,-0.179915995,23.22440445
45.86,64.204,0.017,0.355,1.96,0,4.328816014,0.026455572,4.355271586
51.83,25.915,0.001,0.373,0.86,0,26.04181637,-0.131359626,25.91045674
41.56,20.78,0.041,0.344,0.91,0,21.58350489,0.017641268,21.60114615
41.64,49.968,0.001,0.158,1.5,0,0.828890101,-0.14372525,0.68516485
40.68,40.68,0.028,0.269,0.48,0,3.279356059,-0.282167197,2.997188862
54.06,32.436,0.043,0.262,1.18,0,23.33389397,0.027351409,23.36124538
41.5,49.8,0.031,0.214,0.92,0,1.204441179,-0.082273842,1.122167337
53.24,58.564,0.008,0.369,0.79,0,5.043119931,-0.007895245,5.035224686
47.84,28.704,0.034,0.346,1.28,0,20.85387926,0.476008579,21.32988784
41.07,20.535,0.045,0.346,1.93,0,22.53139094,0.500130528,23.03152147
46.24,41.616,0.038,0.209,0.96,0,7.38706496,0.240505799,7.627570759
52.08,41.664,0.03,0.227,1.32,0,13.00672526,0.151934435,13.15865969
53.01,37.107,0.014,0.24,0.26,0,16.0403369,0.276678481,16.31701538
51.41,41.128,0.047,0.353,1.85,0,16.96201648,-0.050421544,16.91159494
53.33,53.33,0.01,0.293,0.81,0,5.789322647,0.074812573,5.86413522
54.82,76.748,0.008,0.115,1.33,0,0.019553903,-0.161673912,0
49.03,24.515,0.027,0.354,1.7,0,25.9702151,0.086540109,26.05675521
46.07,55.284,0.036,0.235,1.21,0,2.372586227,0.012978727,2.385564954
42.88,47.168,0.031,0.372,1.2,0,5.9187881,0.057568327,5.976356427
48.94,53.834,0.012,0.398,1.7,0,8.61116037,0.200209614,8.811369984
54.71,76.594,0.026,0.223,1.68,0,1.478024056,0.250768678,1.728792735
46.23,55.476,0.012,0.203,0.62,0,0.558730913,-0.04695116,0.511779753
46.73,51.403,0.016,0.153,0.9,0,1.274144644,0.018532894,1.292677538
46.95,32.865,0.01,0.392,0.67,0,15.10567248,0.232159365,15.33783185
52.55,52.55,0.028,0.397,1.13,0,9.487612323,-0.016183377,9.471428947
48.74,68.236,0.011,0.202,1.32,0,0.498693352,0.150509634,0.649202986
40.41,32.328,0.026,0.152,1,0,9.026318222,0.133150767,9.159468989
48.39,62.907,0.03,0.348,0.97,0,2.728955772,0.013297469,2.74225324
58.95,64.845,0.021,0.358,1.93,0,10.31393518,-0.198686714,10.11524847
56.48,56.48,0.014,0.309,1.12,0,7.726260751,0.035757697,7.762018447
50.75,55.825,0.038,0.352,0.28,0,2.087886142,0.179499219,2.267385361
53.71,26.855,0.032,0.34,1.19,0,27.98332961,-0.069726386,27.91360322
47.55,38.04,0.043,0.234,1.85,0,13.59815965,-0.170500907,13.42765874
55.72,39.004,0.006,0.299,1.59,0,18.60799248,0.037274194,18.64526668
46.28,60.164,0.018,0.148,0.62,0,0.033833361,0.052603922,0.086437283
58.75,70.5,0.037,0.26,0.55,0,1.371479086,-0.019811507,1.351667579
53.27,37.289,0.019,0.278,0.56,0,16.51855192,-0.078846779,16.43970515
54.38,32.628,0.035,0.252,1.84,0,24.04999157,-0.0877334,23.96225817
48.69,29.214,0.014,0.355,1.38,0,20.77752304,-0.13938708,20.63813596
53.32,53.32,0.029,0.175,0.26,0,2.097369795,0.059762463,2.157132258
54.36,76.104,0.013,0.349,0.47,0,0.583899203,-0.203386178,0.380513025
44.28,53.136,0,0.311,0.36,0,0.785461384,-0.256737458,0.528723926
52.26,47.034,0.027,0.181,0.35,0,6.050987246,0.023789789,6.074777035
54.84,32.904,0.021,0.19,1.49,0,22.98125479,0.319873009,23.3011278
49.36,54.296,0.002,0.229,1.1,0,2.905210107,0.408200041,3.313410148
53.02,42.416,0.045,0.171,1.75,0,14.25026394,-0.295929607,13.95433433
41.07,41.07,0.008,0.331,0.95,0,5.400126034,0.080971938,5.481097972
44.13,57.369,0.011,0.393,1.23,0,3.802919033,0.081475977,3.88439501
50.09,35.063,0.031,0.269,1.45,0,17.24783618,0.14456168,17.39239786
51.73,67.249,0.029,0.29,1.07,0,2.188223012,0.18805892,2.376281932
